id,peso,entrada_tsotsil,tipo_abreviado,tipo_palabra,categoria_general,traduccion_espanol,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
4338,121,ta scajlebin,vr,verbo reflexivo,verbo,lo monta. Li vinic,Li vinic lete mec ta scajlebin ech'el sca' li claluc chbat tajteclume.,,,,,ta scajlebin vr lo monta. Li vinic lete mec ta scajlebin ech'el sca' li claluc chbat tajteclume. Ese hombre siempre monta su caballo
4339,121,para ir al pueblo.,,,variante dialectal,ta,,Cham,Chamula,cajal,,para ir al pueblo. Cham ta scajlabin Ch/en ta scajlibin /xt ta scajlubin Véase cajal
4340,121,ta scajtsan,vt,verbo transitivo,verbo,lo sube p.ej. al niño,,,,cajtsajel ta scam; ta scats! ta scontrain sbaic,con la boca o el hocico,ta scajtsan vt lo sube p.ej. al niño en su almohada. Cajtsano muyel mas li unene. Sube al niño más arriba. Véase cajtsajel ta scam Ch/en lo agarra (con la boca o el hocico) Véase ta scats! ta scontrain sbaic
4341,121,"ta scap, ta scapin",vt,verbo transitivo,verbo,"lo mezcla, lo",Li antse yacal ta scapin ta voch' li scheneq'ue yu'un ta smeltsan ta pitavul. | Li jchijtaque ta scapulan sbaic schi'uc li schijtac li juntote.,,,capel ta scap ta spoxil /xt lo sazona; ta smuibtas,,"ta scap, ta scapin vt lo mezcla, lo revuelve: revolver. Li antse yacal ta scapin ta voch' li scheneq'ue yu'un ta smeltsan ta pitavul. La mujer está mezclando la masa con el frijol para hacer tamalitos de frijol. ta scapulan sbaic se mezclan. Li jchijtaque ta scapulan sbaic schi'uc li schijtac li juntote. Mis borregos se mezclan con los borregos de mi tío. Véase capel ta scap ta spoxil /xt lo sazona Véase ta smuibtas"
4342,121,ta scats!,vr,verbo reflexivo,verbo,"lo tiene en la boca, lo",Li ctaluc ta smil t'ul li tstite ta scats! ech'el ta ye.,,,cats'el,,"ta scats! vr lo tiene en la boca, lo agarra con el hocico. Li ctaluc ta smil t'ul li tstite ta scats! ech'el ta ye. Cuando el perro mata al conejo, lo agarra con el hocico y se lo lleva. Véase cats'el"
4343,121,ta scocon,vt,verbo transitivo,verbo,lo vacía (de un recipiente,Li sme'e ta scocon chenec' ta moch.,,,coconel,de un recipiente a otro,ta scocon vt lo vacía (de un recipiente a otro). Li sme'e ta scocon chenec' ta moch. Su mamá vacía el frijol en una canasta. Ch/en ta scocan Véase coconel
4344,121,ta scoles,vr,verbo reflexivo,verbo,lo suelta: soltar. Li,Li sjuntote ta scoles sca! yu'un acto ba sa' svetel.,,,colel,,ta scoles vr lo suelta: soltar. Li sjuntote ta scoles sca! yu'un acto ba sa' svetel. Su tío suelta el caballo para que vaya a buscar pasto. Véase colel
4345,121,ta scolta,vr,verbo reflexivo,verbo,"lo ayuda, lo socorre, lo",,,,coltael,,"ta scolta vr lo ayuda, lo socorre, lo suelta: soltar, lo salva. Véase coltael"
4346,121,ta scomes,vt,verbo transitivo,verbo,lo deja. Li jtote ta,Li jtote ta scomes ta na li smachitae yu'un mo' chtun yu'un li ta schobe.,,,comel,,ta scomes vt lo deja. Li jtote ta scomes ta na li smachitae yu'un mo' chtun yu'un li ta schobe. Mi papá va a dejar su machete en la casa porque no le va a servir en la milpa. Véase comel
4347,121,ta scomojes,vt,verbo transitivo,verbo,lo hace más corto. Li,Li vinique ta scomojes spec' yu'un toj nat li sch'ajnule.,,,,,ta scomojes vt lo hace más corto. Li vinique ta scomojes spec' yu'un toj nat li sch'ajnule. El hombre acorta su mecapal porque está muy largo el
4348,121,lazo.,,,variante dialectal,ta scomajes Véase,,Ch'en,Chenalhó,comcom,,lazo. Ch'en ta scomajes Véase comcom
4349,121,ta scomtsan,vr,verbo reflexivo,verbo,"lo abandona, lo deja",,,,comel ta scomtsan ta prentail; ta xicta ta prental,,"ta scomtsan vr lo abandona, lo deja Véase comel ta scomtsan ta prentail Ch/en lo empeña Véase ta xicta ta prental"
4350,121,ta scontrain sbaic,vr,verbo reflexivo,verbo,se ven como,Li buch'u ta smaj ta scotan sbaique ta scontrain sbaic ta mas tstacal.,,,contra; cronta ta scotan ví lo hace parar (bestia),bestia,ta scontrain sbaic vr se ven como enemigos. Li buch'u ta smaj ta scotan sbaique ta scontrain sbaic ta mas tstacal. Los que pelean se van a ver como enemigos después. Véase contra; cronta ta scotan ví lo hace parar (bestia)
4351,122,"ta sco'oltas, ta sco'oltajes",vr,verbo reflexivo,verbo,lo,,,,cotol,,"ta sco'oltas, ta sco'oltajes vr lo iguala, lo hace igual, lo empareja, lo aplana Ch/en ta sco'oltsan Véase cotol"
4352,122,ta scuch,vt,verbo transitivo,verbo,"lo carga, lo lleva. Li",Li vinique yacal ta scuch yicats.,,,"cuchel ta schuchbe yic! absorbe el olor p; cuchel ta scuchbe yu'un; ta xcuch yu'un aguanta, logra, resiste, soporta; cuchel ta scum v£ lo enjuaga; cumel",,"ta scuch vt lo carga, lo lleva. Li vinique yacal ta scuch yicats. El hombre está llevando su carga. Véase cuchel ta schuchbe yic! absorbe el olor p.ej. ropa que absorbe el olor de la gasolina Véase cuchel ta scuchbe yu'un; ta xcuch yu'un aguanta, logra, resiste, soporta Véase cuchel ta scum v£ lo enjuaga Véase cumel"
4353,122,ta scup-iqluijes,vt,verbo transitivo,verbo,lo asfixia,,Cham,Chamula,,,ta scup-iqluijes vt lo asfixia Cham
4354,122,ta scup-ic'tajes,,,variante dialectal,ta,,Ch'en,Chenalhó,cup-iq'uijel,,ta scup-ic'tajes Ch'en ta scup-ictajes Véase cup-iq'uijel
4355,122,ta scus,vr,verbo reflexivo,verbo,"lo limpia, lo seca (con",Li smete yacal ta scus pulatu.,,,cusel,con trapo,"ta scus vr lo limpia, lo seca (con trapo). Li smete yacal ta scus pulatu. Su mamá está limpiando los platos. Véase cusel"
4356,122,ta scuses,,,variante dialectal,lo revive,,Ch'en,Chenalhó,"ta scuxes ta scutstan snuc! se agacha, se inclina; cutstul snuc'",,"ta scuses Ch'en lo revive Véase ta scuxes ta scutstan snuc! se agacha, se inclina. C'aluc ta xtajinic li unetique ta scuts'an snuq'uic. Cuando juegan los niños se agachan. Véase cutstul snuc'"
4357,122,ta scux,vi,verbo intransitivo,verbo,"1. se alivia, da a luz. Li",Li sjunmete po'ot xa ta scux.,,,,,"ta scux vi 1. se alivia, da a luz. Li sjunmete po'ot xa ta scux. Su tía está a punto de dar a luz. 2. pasa el efecto del alcohol 3. descansa, reposa. Li vinique yacal ta scux"
4358,122,yo'on yu'un naca,to,partícula temporal/aspectual,partícula temporal/aspectual,ijul talel ta,Li jmete yacal ta scuxes li sbic'tal alac'taque yu'un ilaj ta jo'.,,,cuxel ta scuxes ví lo revive; cuxlejal,,yo'on yu'un naca to ijul talel ta yabtel. El hombre está descansando porque acaba de venir de su trabajo. Véase cuxel ta scuxes ví lo revive. Li jmete yacal ta scuxes li sbic'tal alac'taque yu'un ilaj ta jo'. Mi mamá está reviviendo a sus pollitos porque se le mojaron. Véase cuxlejal
4359,122,ta scuxintas,vt,verbo transitivo,verbo,lo enmohece Véase,,,,cuxinel 134 ta scuy; ta spac'ta sba,,ta scuxintas vt lo enmohece Véase cuxinel 134 ta scuy Ch/en aparenta Véase ta spac'ta sba
4360,122,ta sclaban,vr,verbo reflexivo,verbo,"lo pica, lo corta en",,,,c'abael ta sclabta ví orina; c'abil,las ramas,"ta sclaban vr lo pica, lo corta en pedazos (las ramas) Véase c'abael ta sclabta ví orina. Loctbo svex li unene yu'un la sctabta. Quítale el pantalón al niño poque se orinó. Véase c'abil"
4361,122,ta sctactubtas,vt,verbo transitivo,verbo,lo calienta Véase,,,,c'actal,,ta sctactubtas vt lo calienta Véase c'actal
4362,122,ta sctachu sjol,,,variante dialectal,llama a señas con,,Zin,Zinacantán,ta sctochi sjol,,ta sctachu sjol Zin llama a señas con la cabeza Véase ta sctochi sjol
4363,122,ta setaj,vr,verbo reflexivo,verbo,lo cosecha (maíz) Véase,,,,"c'ajel ta sclal te! lo raja en tablas, labra tablas; ctalel",maíz,"ta setaj vr lo cosecha (maíz) Véase c'ajel ta sclal te! lo raja en tablas, labra tablas Véase ctalel"
4364,122,ta sctam,vr,verbo reflexivo,verbo,"lo enrolla, lo enreda. Li",,,,,,"ta sctam vr lo enrolla, lo enreda. Li jbanquile yacal ta sctam sch'ojon"
4365,122,yu'un naca,to,partícula temporal/aspectual,partícula temporal/aspectual,"ijul talel ta cuch si"".",,,,ctamel,,"yu'un naca to ijul talel ta cuch si"". Mi hermano está enredando su lazo porque acaba de venir de traer leña. Véase ctamel"
4366,122,ta sc'amulan sba,vr,verbo reflexivo,verbo,se enreda,,,,c'amel,,"ta sc'amulan sba vr se enreda, Q'uejic li noe, mi mo'oje ta sc'amulan o sba li unene. Quiten de allí ese hilo; si no, el niño se va a enredar con él. Véase c'amel"
4367,122,ta sctan,vr,verbo reflexivo,verbo,"lo ama, lo quiere (querer)",Li totile ta sctan snich'on schituc ta schanubtas ta abtel.,,,c'anel,querer; pedir,"ta sctan vr lo ama, lo quiere (querer), lo pide (pedir), lo requiere: requerir. Li totile ta sctan snich'on schituc ta schanubtas ta abtel. El padre quiere a su hijo y lo enseña a trabajar. Véase c'anel"
4368,122,ta sc'anilan limosna,,,variante dialectal,pide,,Ch'en,Chenalhó,ta xc'anolaj,,"ta sc'anilan limosna Ch'en pide caridad, limosnea Véase ta xc'anolaj"
4369,122,ta sctan sbaic,vr,verbo reflexivo,verbo,se aman (uno al,,Ixt,Ixtapa,"canel ta sctan ta chtom lo pide prestada ta sctanubtas /xt lo tuesta: tostar (tortillas, pan, etc; ta sbacubtas ta sclan vocol pide un favor, suplica","uno al otro; tortillas, pan, etc.","ta sctan sbaic vr se aman (uno al otro) Véase canel ta sctan ta chtom lo pide prestada ta sctanubtas /xt lo tuesta: tostar (tortillas, pan, etc.) Véase ta sbacubtas ta sclan vocol pide un favor, suplica Ixt ta sctambe pavor"
4370,122,ta sctaqlues,,,variante dialectal,lo incendia Véase,,Zin,Zinacantán,ta stiles ta sctaqlues; ta sp'oloxta ta sctaq'uetan; ta xipal-<'opta 135,,"ta sctaqlues Zin lo incendia Véase ta stiles ta sctaqlues Jxf lo chamusca Véase ta sp'oloxta ta sctaq'uetan Ch/en lo insulta, lo ultraja Véase ta xipal-<'opta 135"
4371,123,ta setas,vt,verbo transitivo,verbo,lo quiebra: quebrar. Li,Li jtote la sctas te! ta sctob.,,,c'asel ta sctasan; ta sch'uch'ulta,,ta setas vt lo quiebra: quebrar. Li jtote la sctas te! ta sctob. Mi papá quebró el palo con la mano. Véase c'asel ta sctasan Ch/en lo despedaza Véase ta sch'uch'ulta
4372,123,ta sctasulan,vr,verbo reflexivo,verbo,"lo arruga, lo quiebra:",Li quereme laj sc'asulanbe li spixol stote.,,,casel,"petate, sombrero, etc.","ta sctasulan vr lo arruga, lo quiebra: quebrar (petate, sombrero, etc.). Li quereme laj sc'asulanbe li spixol stote. El niño arrugó el sombrero de su papá. Véase casel"
4373,123,ta sctatajes,vr,verbo reflexivo,verbo,lo convierte: convertir,"Li viniquetic li tey ta x'abtejic ta circoe, cháq'uic ta ilel ti ta sc'atajesic ta panyo li yaxal june.",,,ctatajel,,"ta sctatajes vr lo convierte: convertir, lo transforma. Li viniquetic li tey ta x'abtejic ta circoe, cháq'uic ta ilel ti ta sc'atajesic ta panyo li yaxal june. Los magos del circo convierten un pedazo de papel verde en un pañuelo. Véase ctatajel"
4374,123,ta sctatan,vr,verbo reflexivo,verbo,lo atraviesa. La sc'atan,,,,c'atal,,"ta sctatan vr lo atraviesa. La sc'atan jun chumante' ta o'lol be, yo! ctuxi mu xjelavic o li crixchanoetic ta sti' snae. Atravesó un tronco en el camino para que nadie pasara frente a su casa. Véase c'atal"
4375,123,ta sc'atintas,vt,verbo transitivo,verbo,lo calienta: calentar.,Ta sc'atintas yol ta ti! ctoc li antse.,,,c'atinel,,ta sc'atintas vt lo calienta: calentar. Ta sc'atintas yol ta ti! ctoc li antse. La señora está calentando a su niño cerca de la lumbre. Véase c'atinel
4376,123,ta sctaes,vt,verbo transitivo,verbo,lo curte (cuero). Li jtote,Li jtote yacal ta scta'es nucul. | Oy buch'utic ta sctochi sjol ctaluc oy buch'u ta xiq'ue.,,,"cto! ta sc'a'es balumil lo abona, lo fertiliza; cto"" ta sctochi sjol llama a señas con la cabeza",cuero,"ta sctaes vt lo curte (cuero). Li jtote yacal ta scta'es nucul. Mi papá está curtiendo cuero. Véase cto! ta sc'a'es balumil lo abona, lo fertiliza Véase cto"" ta sctochi sjol llama a señas con la cabeza. Oy buch'utic ta sctochi sjol ctaluc oy buch'u ta xiq'ue. Hay personas que mueven la cabeza para llamar a otras."
4377,123,"ta sctoj, ta sctojilan",vr,verbo reflexivo,verbo,da golpecitos,Li jme'e ta sc'ojilan li p'ine yu'un cha'i mi lec.,,,"ctojel ta sc'opleta, ta sc'opleta vomol, ta",la puerta,"ta sctoj, ta sctojilan vr da golpecitos, lo golpea, lo toca (la puerta). Li jme'e ta sc'ojilan li p'ine yu'un cha'i mi lec. Mi mamá le da golpecitos a la olla para ver si es buena. Véase ctojel ta sc'opleta, ta sc'opleta vomol, ta"
4378,123,sc'opleta ch'ich',vt,verbo transitivo,verbo,le reza. Li,Li j'ilvanejetique ba'i ta sctopleta li vomol li ta xac'be yuch' li chamele.,,,clop,,sc'opleta ch'ich' vt le reza. Li j'ilvanejetique ba'i ta sctopleta li vomol li ta xac'be yuch' li chamele. Los hierberos rezan sobre ta schabi la medicina antes de dársela al enfermo. Véase clop
4379,123,ta sctopon,vt,verbo transitivo,verbo,le habla. Li vinique ta,Li vinique ta sctopon ta ch'ojon taq'uin li schilile.,,,clop ta sctopon; ctop,,ta sctopon vt le habla. Li vinique ta sctopon ta ch'ojon taq'uin li schilile. El hombre va a hablar a su amigo por teléfono. ta sctopon comel se despide Véase clop ta sctopon Riox ora Véase ctop
4380,123,ta sctopon sbaic,vr,verbo reflexivo,verbo,se enamoran,,,,ctop,,ta sctopon sbaic vr se enamoran Véase ctop
4381,123,ta sctopon vun,,,variante dialectal,lee en voz alta,Li sjuntote ta sctuban ech'el li ctusiuc ta sctan ta sman.,Zin,Zinacantán,ta xapta jun ta sctuban ví lo encarga; ctubanel,,ta sctopon vun Zin lee en voz alta Véase ta xapta jun ta sctuban ví lo encarga. Li sjuntote ta sctuban ech'el li ctusiuc ta sctan ta sman. Su tío encarga lo que quiere comprar. Véase ctubanel
4382,123,ta sctujilan,,,variante dialectal,se abre paso a,Li querem vinique yacal tsts'aj ta jo' li nucule yu'un ta sctunibtas.,Zin,Zinacantán,ta xuctubta ta sctunibtas ví lo ablanda; ctun,,ta sctujilan Zin se abre paso a codazos Véase ta xuctubta ta sctunibtas ví lo ablanda. Li querem vinique yacal tsts'aj ta jo' li nucule yu'un ta sctunibtas. El joven está remojando la piel para que se ablande. Véase ctun
4383,123,ta sctupin,vr,verbo reflexivo,verbo,"lo acaricia, lo desea, lo",Li vinique ta sctupin snich'on yu'un toj lec sctanoj.,,,ctupinel,,"ta sctupin vr lo acaricia, lo desea, lo aprecia. Li vinique ta sctupin snich'on yu'un toj lec sctanoj. El hombre acaricia a su hijo porque lo quiere mucho. Véase ctupinel"
4384,123,ta sctux,vt,verbo transitivo,verbo,"lo come (elote, caña",,,,ctuxel ta sctuxbe sch'ac; ta sch'aquiltas; ta stilbe sch'aquil,"elote, caña, etc.","ta sctux vt lo come (elote, caña, etc.), lo roe Véase ctuxel ta sctuxbe sch'ac Jxt lo espulga Véase ta sch'aquiltas; ta stilbe sch'aquil"
4385,123,ta scluxi,vr,verbo reflexivo,verbo,lo asegura (con una,Li vinique yacal ta sctuxi li sti' snae yu'un yochol.,,,ctuxil,con una cuña,ta scluxi vr lo asegura (con una cuña). Li vinique yacal ta sctuxi li sti' snae yu'un yochol. Ese hombre está asegurando la puerta de su casa con una cuña porque está floja. Véase ctuxil
4386,123,ta sctuxubin,vr,verbo reflexivo,verbo,"lo ama, lo estima, le",Li jlac'nae toj lec ta sctuxubinan li snich'nabe.,,,ctux ta sctuxuxin ye rechina los dientes,tener,"ta sctuxubin vr lo ama, lo estima, le tiene cariño o misericordia (tener). Li jlac'nae toj lec ta sctuxubinan li snich'nabe. Mi vecino ama mucho a sus hijos. Véase ctux ta sctuxuxin ye rechina los dientes"
4387,123,ta sctux ye,,,variante dialectal,Chten rechina los,,Cham,Chamula,ta sctuxuxin ye,,"ta sctux ye Cham, Chten rechina los dientes Véase ta sctuxuxin ye"
4388,123,ta sctu'iltas,vr,verbo reflexivo,verbo,lo provee (ropa),,,,,ropa,ta sctu'iltas vr lo provee (ropa)
4389,123,ta schabi,vt,verbo transitivo,verbo,lo cuida; lo administra,Li ants lete lec ta schaj ta schabi yalab.,,,chabiel,,"ta schabi vt lo cuida; lo administra, lo vela, lo vigila. Li ants lete lec ta schaj ta schabi yalab. Esa mujer cuida a su familia con afán. Véase chabiel"
4390,124,ta schaj,vr,verbo reflexivo,verbo,lo separa (los hilos). Mi,,,,chajal,los hilos,"ta schaj vr lo separa (los hilos). Mi laj chvete ta schaj li snaul sjolobe. Cuando termine de comer, ella va a separar los hilos de su tejido. Véase chajal"
4391,124,ta schajulan,vr,verbo reflexivo,verbo,lo sacude p.ej. el,"Li querem li'i yacal ta schan jun, yu'un tiq'uil ta chan-jun.",,,chajulanel ta schan ví lo aprende; chanel ta schan jun aprende a leer; chanel,para quitarle el polvo,"ta schajulan vr lo sacude p.ej. el polvo del maíz, lo trilla. La schajulan yixim ta coxtal li vinique. El hombre sacudió el maíz en el costal (para quitarle el polvo). Véase chajulanel ta schan ví lo aprende Véase chanel ta schan jun aprende a leer. Li querem li'i yacal ta schan jun, yu'un tiq'uil ta chan-jun. Este niño está aprendiendo a leer porque está en la escuela. Véase chanel"
4392,124,ta schanubtas,vt,verbo transitivo,verbo,"le enseña, lo educa",Li maestroe ta schanubtas ta sq'uelel jun li unetique.,,,chanel ta schan yacan; ta schan yoc ta schan yoc marcha; chanel,,"ta schanubtas vt le enseña, lo educa, lo instruye: instruir. Li maestroe ta schanubtas ta sq'uelel jun li unetique. El maestro enseña a leer a los niños. Véase chanel ta schan yacan Ch/en marcha Véase ta schan yoc ta schan yoc marcha Véase chanel"
4393,124,ta schap,vr,verbo reflexivo,verbo,"lo cuenta: contar, lo",,,,,,"ta schap vr lo cuenta: contar, lo enrolla p.ej. lazo"
4394,124,ta schap ve'lil,,,variante dialectal,prepara la comida,,Ixt,Ixtapa,ta smeltsan,,ta schap ve'lil Ixt prepara la comida Véase ta smeltsan
4395,124,ta schapan,vr,verbo reflexivo,verbo,"lo prepara, lo alista, lo",,,,chapal,,"ta schapan vr lo prepara, lo alista, lo organiza Véase chapal"
4396,124,ta schapan sba,vr,verbo reflexivo,verbo,"1. se prepara, se",Li vinique yacal ta schapan sba yu'un ta xbat ta jteclum. | Li chone ischapan sba ta te!.,,,chapal ta schapanbe sctop; ta smeltsanbe sc'oplal,,"ta schapan sba vr 1. se prepara, se alista. Li vinique yacal ta schapan sba yu'un ta xbat ta jteclum. El hombre se está preparando porque se va al pueblo. 2. se enrosca. Li chone ischapan sba ta te!. La víbora se enroscó en el árbol. Véase chapal ta schapanbe sctop Ch/en lo juzga Véase ta smeltsanbe sc'oplal"
4397,124,ta schap sba xt,,,variante dialectal,se alista Véase,,Zin,Zinacantán,ta schapan sba,,"ta schap sba xt, Zin se alista Véase ta schapan sba"
4398,124,ta schapvan 1x1,,,variante dialectal,"lo organiza, lo",,Zin,Zinacantán,ta schapan,,"ta schapvan 1x1, Zin lo organiza, lo prepara, lo alista Véase ta schapan"
4399,124,ta schaq'uilan,,,variante dialectal,cruje (los,Li c'aluc oy c'usi ta stsac li unetique ta schavan sctobic.,Ch'en,Chenalhó,xchac'aq'uet 136 ta schavan sctob extiende las manos: extender; chaval,los dientes,ta schaq'uilan Ch'en cruje (los dientes) Véase xchac'aq'uet 136 ta schavan sctob extiende las manos: extender. Li c'aluc oy c'usi ta stsac li unetique ta schavan sctobic. Los niños extienden las manos cuando reciben algo. Véase chaval
4400,124,ta scha'-al,vt,verbo transitivo,verbo,lo repite: repetir.,,,,alel,,"ta scha'-al vt lo repite: repetir. Cha'-alo xa li ctusi la avale yu'un mo xca'i lec, Repite lo que dijiste porque no te oí bien. Véase alel"
4401,124,ta scha'cuxes,vt,verbo transitivo,verbo,"lo revive, lo resucita.",,,,cuxlejal,,"ta scha'cuxes vt lo revive, lo resucita. C'aluc mi oy buch'u ch-actbat tup'-iq'ue ta svelunanbeic ic! ta sat, jech ta scha'cuxesic 0. Cuando una persona tiene algún ataque, le echan aire con un abanico para revivirlo. Ch/en ta scha'cuses Véase cuxlejal"
4402,124,ta scha'labtaj sat,,,variante dialectal,lo imagina,,Ch'en,Chenalhó,ta xcha'satij,,ta scha'labtaj sat Ch'en lo imagina Véase ta xcha'satij
4403,124,ta scha'le,vr,verbo reflexivo,verbo,lo hace. Oy ep antsetic,Oy ep antsetic <hupbil ta scha'leic ech'el li ctusi ta smanique.,,,,literalmente: masticado lo hace,ta scha'le vr lo hace. Oy ep antsetic <hupbil ta scha'leic ech'el li ctusi ta smanique. Hay muchas mujeres que llevan sus compras en el mandil. xaxbil chcha'le lo mastica (literalmente: masticado lo hace)
4404,124,"ta scha'loc'ta, ta scha'ts'iba",vt,verbo transitivo,verbo,lo,,,,loctol,,"ta scha'loc'ta, ta scha'ts'iba vt lo copia Véase loctol"
4405,124,ta scha'noy,vt,verbo transitivo,verbo,lo remuele: remoler,Mu xacha'noy li cajvele yu'un mu jc!an toj nin.,,,,la masa,"ta scha'noy vt lo remuele: remoler, repasa (la masa). Mu xacha'noy li cajvele yu'un mu jc!an toj nin. No remuelas el café; no me gusta hecho"
